StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,dv_identity,dv_entitlement,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond,FL_8_DO
5/31/24 12:01,5/31/24 12:05,IP Address,209.114.13.46,100,226,TRUE,5/31/24 12:05,R_13fwA8Fo2D4uwqF,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,33,Masters Degree (MS),,A2VPNZQ10WTVGF,656334,656334,1,FL_10
5/31/24 12:03,5/31/24 12:05,IP Address,65.140.72.210,100,116,TRUE,5/31/24 12:05,R_72rSKtavQYWSL0M,,,,,47.666,-117.4359,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,60,Some College,,A1OZPLHNIU1519,,901983,1,FL_10
5/31/24 11:57,5/31/24 12:05,IP Address,45.196.63.168,100,487,TRUE,5/31/24 12:05,R_6Nk810dHfOLgrkV,,,,,40.8492,-73.9735,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A1K7IAWTGPDM59,804588,804588,1,FL_10
5/31/24 11:57,5/31/24 12:05,IP Address,45.196.32.68,100,489,TRUE,5/31/24 12:05,R_7IHtVUQH3kyXASM,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Male,,White or European,,61,Masters Degree (MS),,A7XH766DN977P,,296686,2,FL_11
5/31/24 12:04,5/31/24 12:05,IP Address,76.132.167.35,100,107,TRUE,5/31/24 12:05,R_7OZLtfCoS7ejRoe,,,,,37.3372,-121.798,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Mixed,,40,College Graduate (4 year),,A1YSYI926BBOHW,287612,287612,1,FL_10
5/31/24 12:03,5/31/24 12:06,IP Address,104.219.239.14,100,174,TRUE,5/31/24 12:06,R_7jclA97SvnFlgnO,,,,,44.9036,-123.0461,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,35,College Graduate (4 year),,AAZVWXP4MUYEK,306707,306707,2,FL_11
5/31/24 12:01,5/31/24 12:06,IP Address,192.6.67.43,100,322,TRUE,5/31/24 12:06,R_1dhZ2VxAfglhMBz,,,,,37.751,-97.822,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,700688,,
5/31/24 11:59,5/31/24 12:06,IP Address,209.20.215.74,100,438,TRUE,5/31/24 12:06,R_1D9CsfHdKUqipoZ,,,,,39.013,-76.6742,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,558008,,
5/31/24 12:04,5/31/24 12:07,IP Address,63.113.25.123,100,158,TRUE,5/31/24 12:07,R_1hmslHAJ0NKxujv,,,,,39.7536,-86.1935,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,24,College Graduate (4 year),,A1R033FHHMVPXN,840331,840331,1,FL_10
5/31/24 11:59,5/31/24 12:07,IP Address,207.230.116.94,100,464,TRUE,5/31/24 12:07,R_1eOLa6s4Cc1IAiM,,,,,36.1025,-80.2224,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Black or African American,,33,College Graduate (4 year),,A123C1M2V045Q3,702922,702922,1,FL_10
5/31/24 12:06,5/31/24 12:07,IP Address,139.171.217.142,100,83,TRUE,5/31/24 12:07,R_1JEmgfSEj0RyL7R,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,39,College Graduate (4 year),,A2Q30K1A0AQ16Q,,742828,1,FL_10
5/31/24 12:07,5/31/24 12:07,IP Address,154.27.76.210,100,23,TRUE,5/31/24 12:07,R_5EldxPzWQTY0sBX,,,,,26.7158,-80.0491,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,597088,,
5/31/24 12:07,5/31/24 12:07,IP Address,192.6.67.43,100,32,TRUE,5/31/24 12:07,R_3dg7qzZDTdInbKu,,,,,37.751,-97.822,anonymous,EN,Yes,Both John and Paul,Purple,,,,,,,,,,,,,797725,,
5/31/24 12:06,5/31/24 12:08,IP Address,181.214.107.249,100,101,TRUE,5/31/24 12:08,R_3uDpHEaMagooO65,,,,,41.8874,-87.6318,anonymous,EN,Yes,Paul,Purple,I am not sure.,,Teletransportation,Male,,Black or African American,,34,College Graduate (4 year),,AGILQEFEPEK7N,,915491,1,FL_10
5/31/24 12:03,5/31/24 12:08,IP Address,72.46.139.252,100,309,TRUE,5/31/24 12:08,R_6pMlcKaNRSUSmIl,,,,,36.102,-115.1447,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,34,Masters Degree (MS),,A2NNBDO4LMCMVM,,451298,2,FL_11
5/31/24 12:06,5/31/24 12:08,IP Address,76.155.6.53,100,105,TRUE,5/31/24 12:08,R_3HoexdKhci6vhIv,,,,,39.869,-104.9767,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,62,College Graduate (4 year),,A6JKKANO7F4KD,501926,501926,2,FL_11
5/31/24 12:04,5/31/24 12:08,IP Address,147.124.211.5,100,216,TRUE,5/31/24 12:08,R_77Yk36yCCIMmq7n,,,,,32.7797,-96.8022,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,38,Masters Degree (MS),,A19ZXJPWIOI6JC,4212,4212,1,FL_10
5/31/24 12:03,5/31/24 12:08,IP Address,209.166.220.136,100,316,TRUE,5/31/24 12:08,R_67v6eczg7z9ZToo,,,,,29.9762,-95.6401,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,1990,College Graduate (4 year),,A3MJQGS5IAOR5A,2076,2076,2,FL_11
5/31/24 12:03,5/31/24 12:08,IP Address,208.252.176.28,100,349,TRUE,5/31/24 12:08,R_3Yoa4oZZIrJzwFX,,,,,39.9053,-75.0023,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,1995,Masters Degree (MS),,AYGMCQ8WAKJ6S,361993,361993,1,FL_10
5/31/24 12:07,5/31/24 12:09,IP Address,154.27.76.210,100,63,TRUE,5/31/24 12:09,R_7lWAAhM83wNands,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Farming,Male,,White or European,,30,Masters Degree (MS),,A2KRTGJVF7REW0,925285,925285,2,FL_11
5/31/24 12:03,5/31/24 12:09,IP Address,209.20.210.246,100,353,TRUE,5/31/24 12:09,R_7FCwm9IE6z3zft7,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,33,Masters Degree (MS),,A1BKHELGZXLL4U,890822,890822,2,FL_11
5/31/24 11:57,5/31/24 12:09,IP Address,208.194.207.82,100,743,TRUE,5/31/24 12:09,R_7c5MEGLwGOIyTrH,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A1BBNX68DRRQ6F,727893,727893,2,FL_11
5/31/24 12:07,5/31/24 12:09,IP Address,154.27.76.204,100,104,TRUE,5/31/24 12:09,R_7InEkQsT6TvswbD,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,770900,,
5/31/24 12:08,5/31/24 12:09,IP Address,63.113.30.46,100,97,TRUE,5/31/24 12:09,R_1IGDgJoo1QcWXr1,,,,,39.7536,-86.1935,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,24,College Graduate (4 year),,A2PPW3LL8720KW,332848,332848,1,FL_10
5/31/24 11:56,5/31/24 12:09,IP Address,154.27.77.100,100,781,TRUE,5/31/24 12:09,R_7qdRlrQUx3Ld15W,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,25,Masters Degree (MS),,A3GQBCWTJ218DQ,427140,427140,2,FL_11
5/31/24 11:59,5/31/24 12:09,IP Address,94.124.161.142,100,609,TRUE,5/31/24 12:09,R_7OkvbYdXhclkKg2,,,,,25.7689,-80.1946,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,27,College Graduate (4 year),,A21LGDPU41SM67,916694,916694,1,FL_10
5/31/24 12:09,5/31/24 12:10,IP Address,139.171.209.244,100,52,TRUE,5/31/24 12:10,R_6zlZqokbWI0xzz3,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,38,College Graduate (4 year),,A1K3XVJQWINKNZ,,102544,2,FL_11
5/31/24 12:07,5/31/24 12:10,IP Address,209.20.215.74,100,141,TRUE,5/31/24 12:10,R_7hCMd1LULYE14jv,,,,,39.013,-76.6742,anonymous,EN,Yes,Both John and Paul,Green,,,,,,,,,,,,,382291,,
5/31/24 12:06,5/31/24 12:10,IP Address,209.114.13.46,100,217,TRUE,5/31/24 12:10,R_3Cd0YF6kn3Bes77,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,33,"Professional Degree (MD, JD, etc.)",,A2VPNZQ10WTVGF,,207703,1,FL_10
5/31/24 11:56,5/31/24 12:10,IP Address,192.227.119.236,100,841,TRUE,5/31/24 12:10,R_5173AjssMr07hc6,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A3HYMHOVGSBOE8,184364,184364,2,FL_11
5/31/24 11:59,5/31/24 12:10,IP Address,208.196.108.135,100,700,TRUE,5/31/24 12:10,R_3dsELiKUOhKupKt,,,,,35.9375,-84.073,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,25,College Graduate (4 year),,AZSQXKQVRSE76,488452,488452,2,FL_11
5/31/24 12:08,5/31/24 12:10,IP Address,209.114.14.235,100,142,TRUE,5/31/24 12:10,R_10o8Il3OArT12CR,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,24,Some College,,A26LY7CJYZFM9V,683979,683979,1,FL_10
5/31/24 12:10,5/31/24 12:10,IP Address,209.20.215.74,100,36,TRUE,5/31/24 12:10,R_1KuLkRHAviFMFNS,,,,,39.013,-76.6742,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,698150,,
5/31/24 12:10,5/31/24 12:11,IP Address,154.27.77.100,100,56,TRUE,5/31/24 12:11,R_1isg6osp82G7N6K,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,25,Masters Degree (MS),,A3GQBCWTJ218DQ,,711129,2,FL_11
5/31/24 12:10,5/31/24 12:11,IP Address,154.27.89.238,100,44,TRUE,5/31/24 12:11,R_5bV1o1d8VblOLNu,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Farming,Male,,White or European,,30,Masters Degree (MS),,AJBPXF8D04J54,775595,775595,1,FL_10
5/31/24 12:04,5/31/24 12:11,IP Address,154.37.81.100,100,426,TRUE,5/31/24 12:11,R_7sB7uJxGzM1i3eA,,,,,39.9528,-75.1646,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Male,,White or European,,22,Masters Degree (MS),,A1M64YNK064YJ,127227,127227,2,FL_11
5/31/24 12:10,5/31/24 12:12,IP Address,209.114.13.46,100,80,TRUE,5/31/24 12:12,R_3Ennnw0dWcGNel7,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,33,Masters Degree (MS),,A2VPNZQ10WTVGF,566682,566682,1,FL_10
5/31/24 12:11,5/31/24 12:12,IP Address,154.27.77.100,100,59,TRUE,5/31/24 12:12,R_5FuPKkYOSzcS35f,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,25,Masters Degree (MS),,A3GQBCWTJ218DQ,213503,213503,2,FL_11
5/31/24 12:10,5/31/24 12:12,IP Address,209.20.215.13,100,72,TRUE,5/31/24 12:12,R_5DMCGPLAVT9edie,,,,,39.013,-76.6742,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,30,Masters Degree (MS),,A2MUP4K8HAXUEE,246031,246031,2,FL_11
5/31/24 12:11,5/31/24 12:12,IP Address,166.1.14.245,100,70,TRUE,5/31/24 12:12,R_7Y8SoTtxAbET5oW,,,,,39.7458,-75.581,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,33,Masters Degree (MS),,A1MCWFRCYFK1BX,656325,656325,1,FL_10
5/31/24 11:57,5/31/24 12:13,IP Address,208.194.207.227,100,948,TRUE,5/31/24 12:13,R_6O2TcdPvdOPD73P,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,37,College Graduate (4 year),,A35VLMLUNU5O4C,32064,32064,1,FL_10
5/31/24 12:08,5/31/24 12:13,IP Address,209.114.26.162,100,276,TRUE,5/31/24 12:13,R_3SCckxUgmlW9apj,,,,,40.738,-73.9858,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,32,Masters Degree (MS),,AWPQR9B2W7AQD,181043,181043,1,FL_10
5/31/24 12:03,5/31/24 12:13,IP Address,69.91.181.55,100,587,TRUE,5/31/24 12:13,R_3j33WxT6FEjd3M7,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,AGU9V6TLC9IK5,,45808,2,FL_11
5/31/24 12:09,5/31/24 12:13,IP Address,45.196.54.30,100,266,TRUE,5/31/24 12:13,R_30rpPNhzxEdLNYl,,,,,40.8492,-73.9735,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,67,Masters Degree (MS),,A2803ZK05KU1ZL,,760831,2,FL_11
5/31/24 12:08,5/31/24 12:13,IP Address,209.114.7.200,100,312,TRUE,5/31/24 12:13,R_3whmQch1wE6Yk14,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Female,,White or European,,34,Masters Degree (MS),,AGKR16PS834N6,681853,681853,2,FL_11
5/31/24 11:58,5/31/24 12:13,IP Address,45.194.100.164,100,918,TRUE,5/31/24 12:13,R_1JFNKRoTDk54YgR,,,,,40.7123,-74.0068,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,A3EFKBV6W73WTX,281117,281117,2,FL_11
5/31/24 12:13,5/31/24 12:14,IP Address,147.124.221.126,100,49,TRUE,5/31/24 12:14,R_7kRjUJgJ8BkuFow,,,,,32.7797,-96.8022,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Plane travel,Male,,White or European,,36,Masters Degree (MS),,AZTT0U7FROQL,452593,452593,2,FL_11
5/31/24 12:11,5/31/24 12:14,IP Address,139.171.215.150,100,175,TRUE,5/31/24 12:14,R_7viikWGBnsWs8Qg,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,39,"Professional Degree (MD, JD, etc.)",,A10Z8PSD9NBS1T,,998898,1,FL_10
5/31/24 12:06,5/31/24 12:14,IP Address,137.155.57.181,100,448,TRUE,5/31/24 12:14,R_3vcBBAdNPULeDbN,,,,,41.6751,-87.732,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Female,,White or European,,1990,Masters Degree (MS),,AFHMRV30PE1ZI,435585,435585,2,FL_11
5/31/24 12:11,5/31/24 12:14,IP Address,74.80.146.195,100,200,TRUE,5/31/24 12:14,R_5mQ46lxSqrBn90G,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Female,,White or European,,42,College Graduate (4 year),,A2CLEL4BKK2UEE,621844,621844,1,FL_10
5/31/24 12:09,5/31/24 12:14,IP Address,192.25.211.177,100,334,TRUE,5/31/24 12:14,R_3KvZe6FSGO1jj0q,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,29,Masters Degree (MS),,A3TE7VJBMX9LPR,262191,262191,1,FL_10
5/31/24 12:14,5/31/24 12:15,IP Address,209.20.234.244,100,42,TRUE,5/31/24 12:15,R_5tBSGcXYhf7Jgo9,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,33,Masters Degree (MS),,A31ISFT3JWKLJR,495234,495234,2,FL_11
5/31/24 12:13,5/31/24 12:15,IP Address,139.171.197.114,100,81,TRUE,5/31/24 12:15,R_1dQFVQxJSHTaap7,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,987502,,
5/31/24 12:11,5/31/24 12:15,IP Address,141.140.67.196,100,237,TRUE,5/31/24 12:15,R_1s4fJMRnWUox1LU,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A3N4CDWYJK9V02,660607,660607,1,FL_10
5/31/24 12:08,5/31/24 12:15,IP Address,192.6.67.43,100,461,TRUE,5/31/24 12:15,R_1BUUYyUtwbr1Nr0,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,30,High School or Equivalent,,A2HN2F61RT9HS,862331,862331,1,FL_10
5/31/24 12:11,5/31/24 12:15,IP Address,38.130.226.111,100,259,TRUE,5/31/24 12:15,R_7GDDRSHUZXhvaJ0,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,27,College Graduate (4 year),,A3IHL3W22U6VZJ,,270592,2,FL_11
5/31/24 11:55,5/31/24 12:16,IP Address,91.229.180.80,100,1231,TRUE,5/31/24 12:16,R_6OkNlzwUZo1rrVq,,,,,51.4964,-0.1224,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,Asian,,25,Masters Degree (MS),,A1BMY2AMEZA6KD,158298,158298,2,FL_11
5/31/24 12:11,5/31/24 12:16,IP Address,209.20.215.74,100,333,TRUE,5/31/24 12:16,R_6V22HzIYIxKkhcR,,,,,39.013,-76.6742,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Female,,White or European,,36,Masters Degree (MS),,A21NLS26AEO7CJ,489051,489051,2,FL_11
5/31/24 12:13,5/31/24 12:16,IP Address,68.182.240.92,100,207,TRUE,5/31/24 12:16,R_1ssLrlvzIpo3ydb,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,A1WLRZLHWERA45,72175,72175,1,FL_10
5/31/24 12:06,5/31/24 12:17,IP Address,37.230.138.242,100,640,TRUE,5/31/24 12:17,R_8ERqXXE5HFaFNlf,,,,,51.4964,-0.1224,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A2GDFQ9CVAR3MA,128972,128972,1,FL_10
5/31/24 12:17,5/31/24 12:17,IP Address,139.171.198.177,100,11,TRUE,5/31/24 12:17,R_1I9I4YqX4RtTN4g,,,,,39.0469,-77.4903,anonymous,EN,Yes,Neither John nor Paul,Green,,,,,,,,,,,,,661777,,
5/31/24 12:15,5/31/24 12:17,IP Address,209.114.19.40,100,144,TRUE,5/31/24 12:17,R_7y2cSzBG1E04sAF,,,,,40.738,-73.9858,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,38,Masters Degree (MS),,A8UYL6C3YS633,654022,654022,1,FL_10
5/31/24 12:16,5/31/24 12:17,IP Address,137.155.125.45,100,85,TRUE,5/31/24 12:17,R_1gN00lLk4NAGSB5,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Female,,White or European,,1990,Masters Degree (MS),,AQZPXQIRS0M1V,905589,905589,2,FL_11
5/31/24 12:12,5/31/24 12:17,IP Address,185.14.239.183,100,291,TRUE,5/31/24 12:17,R_7R3dsZervvQzhYB,,,,,38.6583,-77.2481,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,1965,College Graduate (4 year),,A227QCDPB60CTV,,704158,2,FL_11
5/31/24 12:16,5/31/24 12:18,IP Address,137.155.73.179,100,119,TRUE,5/31/24 12:18,R_7QfC04Q9MggV2nL,,,,,29.5542,-95.7325,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,33,Masters Degree (MS),,AN4ZUPB16JX5K,553250,553250,1,FL_10
5/31/24 12:16,5/31/24 12:18,IP Address,141.140.85.51,100,116,TRUE,5/31/24 12:18,R_3iDxPI1jYuyv9Lb,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Female,,Asian,,25,Masters Degree (MS),,A3PD4HSSDYB94P,328470,328470,1,FL_10
5/31/24 12:17,5/31/24 12:18,IP Address,139.171.198.177,100,93,TRUE,5/31/24 12:18,R_6tG7pESjGklxUz5,,,,,39.0469,-77.4903,anonymous,EN,Yes,Both John and Paul,Purple,,,,,,,,,,,,,902594,,
5/31/24 12:08,5/31/24 12:18,IP Address,69.91.161.88,100,645,TRUE,5/31/24 12:18,R_6T6KJimh1o8QJpv,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Farming,Male,,White or European,,33,Masters Degree (MS),,A2D0I2OZHGUT36,675373,675373,2,FL_11
5/31/24 12:13,5/31/24 12:19,IP Address,152.58.222.135,100,312,TRUE,5/31/24 12:19,R_4aQZqkpAFM4Ltr0,,,,,12.8996,80.2209,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Farming,Male,,White or European,,32,College Graduate (4 year),,AMVHPDT1Q5W66,295282,295282,2,FL_11
5/31/24 12:13,5/31/24 12:19,IP Address,208.194.200.208,100,314,TRUE,5/31/24 12:19,R_7TDlvzLD4uEbJER,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A18GKXDWIHE2KJ,650706,650706,1,FL_10
5/31/24 12:18,5/31/24 12:19,IP Address,209.114.5.111,100,54,TRUE,5/31/24 12:19,R_6j75Q6LaLMfib0R,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Female,,White or European,,1990,Masters Degree (MS),,A22S0FS3GXEQPT,260700,260700,2,FL_11
5/31/24 12:16,5/31/24 12:19,IP Address,173.24.227.49,100,196,TRUE,5/31/24 12:19,R_3dyHNppMDBvy0it,,,,,37.168,-93.3039,anonymous,EN,Yes,Paul,Purple,I am not sure.,,Teletransportation,Male,,White or European,,36,Some College,,APF8F1M25DW76,502478,502478,1,FL_10
5/31/24 12:16,5/31/24 12:19,IP Address,139.171.242.252,100,195,TRUE,5/31/24 12:19,R_3OpkaKCXZqTVqqO,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,ACVFVD9WYRRNR,351738,351738,2,FL_11
5/31/24 12:18,5/31/24 12:19,IP Address,209.20.229.92,100,90,TRUE,5/31/24 12:19,R_5ItmrgMRvw0Vuxo,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,A1Q0ZV8M6M9S63,756275,756275,2,FL_11
5/31/24 12:19,5/31/24 12:20,IP Address,209.20.220.137,100,42,TRUE,5/31/24 12:20,R_7CdZDiNI93zEI2X,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Farming,Male,,White or European,,30,Doctoral Degree (PhD),,AAOP60NXRLB9L,150600,150600,1,FL_10
5/31/24 12:08,5/31/24 12:20,IP Address,154.17.152.124,100,672,TRUE,5/31/24 12:20,R_1LMRItF4fUZLulu,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,63,College Graduate (4 year),,A2MBHQBKYTTDX,675938,675938,1,FL_10
5/31/24 12:15,5/31/24 12:20,IP Address,209.20.234.182,100,303,TRUE,5/31/24 12:20,R_7dMhtm2ShXGCPo9,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,A3NNA0AQ6KNFC3,297205,297205,1,FL_10
5/31/24 12:19,5/31/24 12:21,IP Address,69.91.149.72,100,127,TRUE,5/31/24 12:21,R_1elTb3CkYYaZIJD,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,33,"Professional Degree (MD, JD, etc.)",,A2VBK708LB3LWW,246381,246381,1,FL_10
5/31/24 12:20,5/31/24 12:21,IP Address,141.140.85.121,100,102,TRUE,5/31/24 12:21,R_7g89qnKBtb3Ufm1,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2NJV71A7YMS0H,265479,265479,2,FL_11
5/31/24 12:05,5/31/24 12:21,IP Address,205.220.211.136,100,977,TRUE,5/31/24 12:21,R_6nvC683CNy2DEDR,,,,,32.7873,-108.2984,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,1985,Masters Degree (MS),,A6L66ACMVW3C7,,109212,1,FL_10
5/31/24 12:02,5/31/24 12:21,IP Address,208.194.207.57,100,1157,TRUE,5/31/24 12:21,R_6nxikgGUMuli9Ww,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A1MTGRF7RE2ZRL,82267,82267,2,FL_11
5/31/24 12:21,5/31/24 12:22,IP Address,209.20.217.142,100,48,TRUE,5/31/24 12:22,R_7oU8EPFcwyhU1p5,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,30,Doctoral Degree (PhD),,ACI25ZPKQU1BQ,46715,46715,2,FL_11
5/31/24 12:21,5/31/24 12:22,IP Address,192.6.67.81,100,77,TRUE,5/31/24 12:22,R_14OjI4P2tmxkHol,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,High School or Equivalent,,A31L1W8LAHNY42,604051,604051,2,FL_11
5/31/24 12:22,5/31/24 12:22,IP Address,141.140.82.126,100,48,TRUE,5/31/24 12:22,R_1CP3yTN3vcfUXYS,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A1688NCFKF9PYF,142837,142837,1,FL_10
