StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,basic_identity_1,q_instruction_First Click,q_instruction_Last Click,q_instruction_Page Submit,q_instruction_Click Count,q_see,q_hear,q_smell,simultaneous_or_flip,first_identity_1,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond
2024-06-28 13:36:37,2024-06-28 13:47:03,IP Address,209.114.13.174,100,626,True,2024-06-28 13:47:04,R_1DOIzRFIr9yS8Jd,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,47.253,77.535,80.021,4,"Friend's House
Kitchen: The countertops are bustling with activity. I see various ingredients like vegetables, spices, and meat spread out. The stove has several pots and pans sizzling away, steam rising from the boiling water. My friend is at the center, moving deftly between tasks, chopping vegetables, stirring pots, and checking the oven. The kitchen is brightly lit, with sunlight streaming through a large window, adding a natural glow to the scene. The walls are adorned with colorful artwork and family photos, adding a personal touch to the space.
Relative's House
Living Room: The room is serene and orderly. My relative is sweeping the wooden floor, focusing on getting every corner clean. The furniture is minimalistic and elegant, with a soft beige couch, a sleek coffee table, and a few potted plants adding a touch of greenery. The sunlight filters gently through sheer curtains, casting a warm glow across the room. On the wall, there’s a large painting of a serene landscape, enhancing the tranquil atmosphere. The room feels airy and open, with a gentle breeze coming in through the slightly open window.","Friend's House
Cooking Sounds: The sizzle of food frying in a pan, the bubbling of sauce in a pot, and the rhythmic chopping of vegetables on a cutting board.
Ambient Noise: The hum of the refrigerator, the gentle whir of the oven fan, and the occasional clink of utensils and dishes being moved around.
Friend's Actions: My friend's soft humming as they cook, the sound of them opening and closing cabinets, and the faint clatter of spices being shaken into pots.
Relative's House
Sweeping Sounds: The gentle, consistent swish of the broom as it moves across the floor, the soft tapping as the broom handle occasionally hits the wall or furniture.
Ambient Noise: The distant chirping of birds outside the window, the quiet rustle of leaves as a breeze passes through, and the subtle creaking of the wooden floor underfoot.
Relative's Actions: My relative's light footsteps as they move around the room, the occasional sigh of effort, and the faint sound of the broom bristles brushing against the floor.
Combined Soundscape
Layered Sounds: The sounds from both houses blend into a complex auditory tapestry.
Dynamic Kitchen: The lively and varied sounds of cooking – the sizzling, bubbling, and chopping – create a backdrop of constant activity and energy.
Calm Living Room: The serene and repetitive sound of sweeping, combined with the soothing background noises of nature, adds a layer of calm and tranquility.
Overlap: The hum of the kitchen appliances and the chirping of birds merge into a unique harmony, punctuated by the rhythmic actions of my friend cooking and my relative sweeping.
Friend's House: The bustling kitchen sounds provide a soundtrack of productivity and creativity.
Relative's House: The sweeping and natural sounds offer a counterpoint of peace and order.
Unity: Together, the sounds from both environments create a rich and balanced soundscape, reflecting the duality of busy activity and serene calm. The combination of these auditory elements forms a unique symphony that captures the essence of experiencing two different yet complementary worlds at once.





","Friend's House
Cooking Aromas: The rich, savory scent of garlic and onions sautéing in olive oil, mingling with the earthy aroma of freshly chopped herbs like rosemary and thyme.
Spices: A blend of spices, including the warmth of cumin, the slight sweetness of paprika, and the pungent kick of black pepper, wafting through the air.
Food Preparation: The fresh, clean scent of cut vegetables, the robust aroma of simmering tomato sauce, and the comforting smell of baking bread.
Relative's House
Cleanliness: The crisp, fresh scent of recently cleaned floors, with a hint of lemon from a cleaning solution.
Natural Elements: The subtle fragrance of lavender from a nearby diffuser, adding a calming, floral note to the air.
Outdoor Freshness: The faint, earthy smell of fresh air coming through the open window, carrying with it the light scent of grass and distant flowers.","Single consciousness, split screen",100,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,A1E5UU56TN713S,215823,215823,2
2024-06-28 13:36:45,2024-06-28 13:47:14,IP Address,137.155.98.61,100,628,True,2024-06-28 13:47:14,R_3VDaH2aYQsxRXZS,,,,,40.0782,-75.1299,anonymous,EN,Yes,Paul,Purple,,5.619,59.625,78.847,21,"In my friend's house, I see them cooking in the kitchen, with pots and pans on the stove and ingredients laid out on the countertops. In my relative's house, I see them sweeping the floors, with furniture neatly arranged around the living room.

","In my friend's house, I hear the sizzling of food cooking on the stove, the clinking of utensils as they stir and prepare the meal. In my relative's house, I hear the swishing sound of the broom as they sweep the floors, and the occasional sound of furniture being moved around.

","In my friend's house, I smell the delicious aromas of the food being cooked - perhaps the scent of spices, herbs, and meat filling the air. In my relative's house, I smell the faint scent of cleaning products and the freshness of the recently swept floors.

","Single consciousness, split screen",76,Farming,Male,,White or European,,33,College Graduate (4 year),,ABXUEU72HPB7H,558527,558527,2
2024-06-28 13:37:47,2024-06-28 13:47:16,IP Address,162.253.252.138,100,569,True,2024-06-28 13:47:17,R_5ErDWxHTvCZmVcB,,,,,45.4153,-75.6894,anonymous,EN,Yes,Paul,Purple,,11.4,52.749,316.94,2,my friend is cooking and my relative was sweeping,my friend is cooking sound and my relative was sweeping sound,my friend is cooking delicious food smell and my relative was sweeping dust smell,"Single consciousness, split screen",52,Teletransportation,Male,,White or European,,34,College Graduate (4 year),,AN952XNJ921J5,993797,993797,2
2024-06-28 13:40:27,2024-06-28 13:47:28,IP Address,207.244.89.162,100,421,True,2024-06-28 13:47:29,R_6QWybI5FP7w3TXg,,,,,39.7356,-75.5516,anonymous,EN,Yes,Paul,Purple,95,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A26ZVCF2UU50VD,362704,362704,1
2024-06-28 13:37:58,2024-06-28 13:47:43,IP Address,209.20.239.25,100,585,True,2024-06-28 13:47:43,R_7xMJPAXlL5wrBtL,,,,,40.694,-73.9901,anonymous,EN,Yes,Paul,Purple,,8.449,47.713,320.868,2,my friend is cooking and my relative was sweeping,my friend is cooking sound and my relative was sweeping sound,my friend is cooking delicious food smell and my relative was sweeping dust smell,"Single consciousness, simultaneous",50,Teletransportation,Male,,White or European,,34,College Graduate (4 year),,A12MG946DZ8MW8,925737,925737,2
2024-06-28 13:40:49,2024-06-28 13:47:54,IP Address,147.124.211.5,100,424,True,2024-06-28 13:47:55,R_3KPLjNVP8lfJxuA,,,,,32.7797,-96.8022,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Plane travel,Male,,White or European,,36,Masters Degree (MS),,A24PK9C8AGQXRE,190207,190207,1
2024-06-28 13:40:08,2024-06-28 13:47:54,IP Address,38.240.139.50,100,466,True,2024-06-28 13:47:55,R_5wBtKAQNitdG2eO,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,87.85,0," I see the kitchen filled with the aroma of a delicious meal being prepared, my friend busily cooking. In my relative's house, the living room is tidy, my relative sweeping the floor. Both environments feel familiar yet distinct, creating a surreal dual presence."," I hear the sizzling of food on the stove and the rhythmic chopping of vegetables, accompanied by my friend's cheerful humming. In my relative's house, I hear the soft swish of the broom against the floor and the distant hum of a vacuum cleaner.
","I smell the savory aroma of a delicious meal cooking, spices and herbs blending in my friend's kitchen. In my relative's house, I detect the fresh, clean scent of cleaning products mixed with a hint of dust as the broom sweeps the floor.","Single consciousness, flipping",99,Teletransportation,Male,,White or European,,29,Masters Degree (MS),,A6R6M6KVKTKZT,29364,29364,2
2024-06-28 13:44:20,2024-06-28 13:48:01,IP Address,192.53.140.202,100,220,True,2024-06-28 13:48:01,R_3DBwxQm5nlf1qmN,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,69,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,AIC0TW68OCGB5,ok,514856,1
2024-06-28 13:45:25,2024-06-28 13:48:07,IP Address,139.171.242.195,100,162,True,2024-06-28 13:48:08,R_6jkFhvsOkRIImTD,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,78,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2CB9D65R9CY9A,66032,66032,1
2024-06-28 13:44:31,2024-06-28 13:49:01,IP Address,139.171.163.117,100,269,True,2024-06-28 13:49:02,R_7W1MpWG6TnV9ViF,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,7.866,7.866,137.143,1,imagine yourself i,simultaneously,continuing,Two consciousnesses,24,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A1D7S992ZSAJCE,,335044,2
2024-06-28 13:47:51,2024-06-28 13:49:04,IP Address,137.155.98.63,100,72,True,2024-06-28 13:49:04,R_5X1aInfU0KQ0DPr,,,,,40.0782,-75.1299,anonymous,EN,Yes,Paul,Purple,78,,,,,,,,,,Farming,Male,,White or European,,30,College Graduate (4 year),,A11IXQZVR9JD6J,652215,652215,1
2024-06-28 13:36:47,2024-06-28 13:49:22,IP Address,38.240.139.146,100,754,True,2024-06-28 13:49:23,R_1NBXgKDVZbbFm1f,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,29,Masters Degree (MS),,A2CW3V85WLX5XG,,232361,1
2024-06-28 13:44:20,2024-06-28 13:49:25,IP Address,72.46.138.130,100,305,True,2024-06-28 13:49:25,R_6CDOnnRVRzDklaa,,,,,36.102,-115.1447,anonymous,EN,Yes,Paul,Purple,80,,,,,,,,,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,AI64XV1HXJU3R,607829,607829,1
2024-06-28 13:39:59,2024-06-28 13:49:33,IP Address,209.20.196.213,100,574,True,2024-06-28 13:49:33,R_3z4Bt2bzEhqfebD,,,,,40.6375,-74.0216,anonymous,EN,Yes,Paul,Purple,37,,,,,,,,,,Teletransportation,Male,,White or European,,45,Masters Degree (MS),,A27PSMFVQKX8IQ,674405,674405,1
2024-06-28 13:41:37,2024-06-28 13:49:41,IP Address,209.20.238.125,100,484,True,2024-06-28 13:49:42,R_5NFeO1RFpS07841,,,,,40.694,-73.9901,anonymous,EN,Yes,Paul,Purple,90,,,,,,,,,,Teletransportation,Male,,White or European,,37,College Graduate (4 year),,A1LPSF8B1HAPYS,164551,164551,1
2024-06-28 13:43:27,2024-06-28 13:49:43,IP Address,139.171.209.162,100,375,True,2024-06-28 13:49:43,R_5KjqTkdEzF48esf,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,50.23,64.438,168.552,8,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","“Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.”
",Olfactory is a type of imagery that appeals to the readers' sense of smell.,"Single consciousness, flipping",49,Farming,Male,,White or European,,45,Masters Degree (MS),,A31J4CCYGVRG6V,441117,441117,2
2024-06-28 13:36:04,2024-06-28 13:49:46,IP Address,209.20.193.55,100,821,True,2024-06-28 13:49:46,R_3Dmk4L6od63bRmh,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,88.776,89.456,90.601,2,i could see  my relative and my friend at the same time at their house .,i can see my friend cooking and my relative sweeping in their house.,"i could smell the smell of food in my friends house, and dust while my relative  sweeping ",Two consciousnesses,80,Teletransportation,Female,,White or European,,36,College Graduate (4 year),,A2TZ6HQJHV78RH,,590528,2
2024-06-28 13:46:15,2024-06-28 13:50:12,IP Address,139.171.199.183,100,236,True,2024-06-28 13:50:12,R_6OOvxQRe7zibSzn,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,11.459,14.93,148.03,7,"1Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","2Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen.",Two consciousnesses,89,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A17B87K1GIJQP4,,458005,2
2024-06-28 13:37:27,2024-06-28 13:50:14,IP Address,209.114.20.69,100,767,True,2024-06-28 13:50:15,R_7mmcCiiRNSc03ak,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,90,,,,,,,,,,Teletransportation,Male,,White or European,,24,College Graduate (4 year),,A2OXGAYFXOIVYS,,218491,1
2024-06-28 13:48:56,2024-06-28 13:50:21,IP Address,139.171.252.241,100,85,True,2024-06-28 13:50:21,R_3Y3qVkhTgzoXTCO,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,10,,,,,,,,,,Plane travel,Female,,Asian,,33,Some College,,A3RAIYGHMJF3GC,339391,339391,1
2024-06-28 13:37:14,2024-06-28 13:50:26,IP Address,192.25.244.153,100,791,True,2024-06-28 13:50:26,R_3INxv02RjnyL71L,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,18.199,43.771,94.537,3,MY FRIEND HOUSE THEY ARE COOKING IN MY RELATIVE HOUSE THEY ARE SWEEPING,MY FRIEND HOUSE THEY ARE COOKING IN MY RELATIVE HOUSE THEY ARE SWEEPING,MY FRIEND HOUSE THEY ARE COOKING IN MY RELATIVE HOUSE THEY ARE SWEEPING,"Single consciousness, split screen",69,Teletransportation,Female,,White or European,,33,Masters Degree (MS),,A3FFGZKZGJXXHU,960579,960579,2
2024-06-28 13:38:37,2024-06-28 13:50:54,IP Address,137.155.30.138,100,737,True,2024-06-28 13:50:55,R_3d7hjT9mY47XPvo,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,87.046,0,My friend is cooking and my relative is in sweeping state.,The sound of sweeping and soft music.,The smell of cooking.,Two consciousnesses,75,Teletransportation,Female,,White or European,,26,College Graduate (4 year),,A2WU8VEJEQ3AH0,,603430,2
2024-06-28 13:35:18,2024-06-28 13:50:58,IP Address,38.240.136.81,100,939,True,2024-06-28 13:50:58,R_1nx63zXCsdjyKyt,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,90,,,,,,,,,,Teletransportation,Male,,White or European,,29,Masters Degree (MS),,A38C0L7L37UM7F,769863,769863,1
2024-06-28 13:44:42,2024-06-28 13:51:05,IP Address,208.196.108.141,100,382,True,2024-06-28 13:51:06,R_7JJZFh2vhBHP01w,,,,,35.9875,-84.1168,anonymous,EN,Yes,Paul,Purple,,0,0,99.924,0,new york city seeing,enjoymentfull,cake small,"Single consciousness, split screen",95,Teletransportation,Female,,White or European,,25,Some College,,A7P5LXJO7CB0A,125837,125837,2
2024-06-28 13:34:27,2024-06-28 13:51:09,IP Address,137.155.59.115,100,1001,True,2024-06-28 13:51:09,R_7e5xqOAdIzpKHB7,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,127.14,0,i can see my both friends and family,i heared siblings watching tv,aunty cooking mutton i smell the fragnance,Two consciousnesses,39,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,A2IZ7HFFQ3S611,,918291,2
2024-06-28 13:48:21,2024-06-28 13:51:09,IP Address,141.140.91.170,100,168,True,2024-06-28 13:51:10,R_3DYAdYkRGCTI9xv,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,107.98,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Single consciousness, flipping",79,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A1APZ14Q18VGFB,,396112,2
2024-06-28 13:45:41,2024-06-28 13:51:18,IP Address,24.163.17.218,100,337,True,2024-06-28 13:51:18,R_6U5ylaEBPN4ElPI,,,,,36.033,-80.3916,anonymous,EN,Yes,Paul,Purple,,5.063,5.063,61.806,1,I see a stove with boiling water and steam rising. I see my friend stirring a pot. I see my relative with a broom in their hand doing a sweeping motion.,I hear the sound of boiling water and stirring from my friend. I hear the sound of bristles sweeping the ground at my relatives.,I smell marinara sauce and garlic at my friends house. I smell air fresheners and pine-sol at my relatives house.,"Single consciousness, simultaneous",100,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A3HQXCWOIQKT4F,795967,795967,2
2024-06-28 13:35:43,2024-06-28 13:51:24,IP Address,192.46.189.218,100,941,True,2024-06-28 13:51:25,R_71SQdKevt0TKsGR,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,12.949,31.909,63.366,4,I see my fiend is cooking,I will hear my relative is swepping,I smell now my house is empty,"Single consciousness, simultaneous",86,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A2SC19O2LKQTF3,858070,858070,2
2024-06-28 13:37:41,2024-06-28 13:51:37,IP Address,137.155.60.225,100,835,True,2024-06-28 13:51:37,R_7OwL6hmLN0N5meJ,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,22.1,104.6,111.519,12,"As you step into your friend's house, you see them cooking a delicious meal. The smell of spices and herbs fills the air, making your mouth water. You hear the sizzle of food cooking on the stove and the sound of utensils clinking against pots and pans","In the first house, I In the first house, I hear the sound of a clock ticking softly in the background. I can also hear the faint hum of the refrigerator and the sound of distant traffic outside.

hear the sound of a clock ticking softly in the background. I can also hear the faint hum of the refrigerator and the sound of distant traffic outside.

","In the first house, I smell the comforting aroma of freshly brewed coffee and the faint scent of vanilla from a nearby candle. The air is also tinged with the subtle hint of lavender from a room spray.
In the first house, I smell the comforting aroma of freshly brewed coffee and the faint scent of vanilla from a nearby candle. The air is also tinged with the subtle hint of lavender from a room spray.


","Single consciousness, simultaneous",73,Teletransportation,Male,,White or European,,1990,College Graduate (4 year),,A21A8TS9PC8HJ7,347599,347599,2
2024-06-28 13:35:29,2024-06-28 13:51:44,IP Address,137.155.103.60,100,974,True,2024-06-28 13:51:44,R_3QDrIZPiyI3piHp,,,,,40.0782,-75.1299,anonymous,EN,Yes,Paul,Purple,,0,0,91.243,0,I CAN  SEE BOTH FRIENDS AND FAMILY,I HEAR TALKING SOUND IN MY HOUSE,THE SMELL IS COMING FROM MY HOUSE  KITCHEN,"Single consciousness, split screen",39,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,A3H4ACGRUH3QDK,,178925,2
2024-06-28 13:47:59,2024-06-28 13:52:09,IP Address,209.20.208.49,100,250,True,2024-06-28 13:52:10,R_3XIViTO52IoO7kJ,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,46,,,,,,,,,,Plane travel,Male,,Black or African American,,30,College Graduate (4 year),,A2AIYOA6SMPITW,,787242,1
2024-06-28 13:51:34,2024-06-28 13:52:10,IP Address,209.20.204.133,100,35,True,2024-06-28 13:52:10,R_1B9olkXAfE5K7bH,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,2,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,AR2IF1XZDF1DS,249081,249081,1
2024-06-28 13:46:17,2024-06-28 13:52:17,IP Address,209.114.17.254,100,360,True,2024-06-28 13:52:17,R_7o5cv8amTCpvtLz,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,63.761,0,"It sounds like you're asking me to imagine myself in two different places at the same time. Could you clarify which houses or locations you're referring to?



","f I were to imagine myself in two houses at the same time, I might hear different sounds depending on each location. For instance:

In the first house, I might hear the hum of appliances in the kitchen, the faint sound of traffic from outside, and maybe the soft chatter of people in another room.

In the second house, I might hear birds chirping outside the window, the distant rumble of a lawnmower, and the occasional creak of the house settling.","In the first house:

The aroma of freshly brewed coffee wafting from the kitchen.
The subtle scent of lavender from a nearby air freshener.
Perhaps a hint of wood polish or the faint smell of cooking lingering in the air",Two consciousnesses,89,Plane travel,Male,,White or European,,34,Masters Degree (MS),,A1S2FXWMJ5HNF7,246909,246909,2
2024-06-28 13:44:06,2024-06-28 13:52:31,IP Address,147.124.221.126,100,505,True,2024-06-28 13:52:32,R_5V9JGEYyPkXEIIQ,,,,,32.7797,-96.8022,anonymous,EN,Yes,Paul,Purple,,0,0,82.842,0,"n the biblical imagination, dreams or altered states of consciousness are an in-between heaven and earth space. It's where you are able to truly encounter reality as it is, aside from all of the conscious ways that we suppress reality and rewrite reality…. A disarmed human mind can see reality for what it really is","The speech's main points were to encourage public service and provide an expansive foreign policy vision for Cold War America. Kennedy began preparing his inaugural address in earnest in the closing weeks of his transition into office, in early January 1961","Phantosmia may be caused by a head injury or upper respiratory infection. It also can be caused by aging, trauma, temporal lobe seizures, inflamed sinuses, brain tumors, certain medicines and Parkinson's disease. Phantosmia also can result from a COVID-19 infection.","Single consciousness, split screen",90,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A359BNIYL0WJTQ,266575,266575,2
2024-06-28 13:45:09,2024-06-28 13:52:54,IP Address,209.20.228.250,100,465,True,2024-06-28 13:52:54,R_3qvyEYQUGYatBrb,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,0,0,75.62,0,my friend is cooking and my relative is sweeping,cooking and sweeping sound,dust from  relative and food smell from friend,"Single consciousness, simultaneous",100,Teletransportation,Male,,White or European,,25,Other (please specify),,A1CKQRP96SR17E,967828,967828,2
2024-06-28 13:40:43,2024-06-28 13:53:13,IP Address,137.155.103.55,100,750,True,2024-06-28 13:53:14,R_3O75UYFltq4eC6R,,,,,40.0782,-75.1299,anonymous,EN,Yes,Paul,Purple,,0,0,436.724,0,"i could see  my relative and my friend at the same time at their house .
","i can see my friend cooking and my relative sweeping in their house.

","i could smell the smell of food in my friends house, and dust while my relative  sweeping ","Single consciousness, split screen",63,Teletransportation,Female,,White or European,,36,Masters Degree (MS),,AMRIORX8FPJM5,889835,889835,2
2024-06-28 13:52:16,2024-06-28 13:53:33,IP Address,139.171.162.45,100,76,True,2024-06-28 13:53:33,R_7jYOzB2u9Kp2snp,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,50,,,,,,,,,,Teletransportation,Male,,White or European,,34,College Graduate (4 year),,A361QGIK16CEO0,242224,242224,1
2024-06-28 13:44:20,2024-06-28 13:53:39,IP Address,40.183.135.83,100,559,True,2024-06-28 13:53:40,R_6V1jZ0b1X4CdN1T,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,95,,,,,,,,,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A3F4NT2UBPOX4V,813160,813160,1
2024-06-28 13:34:37,2024-06-28 13:53:41,IP Address,137.155.40.239,100,1143,True,2024-06-28 13:53:41,R_1kLI2rSxzP8inh2,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,85,,,,,,,,,,Teletransportation,Male,,White or European,,1988,Masters Degree (MS),,A3LSSYUBKL1HZ1,,840686,1
2024-06-28 13:52:59,2024-06-28 13:53:46,IP Address,139.171.200.33,100,46,True,2024-06-28 13:53:46,R_5ruiocATXsjNKRZ,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,84,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,AQLGAK9BDQJ63,156084,156084,1
2024-06-28 13:44:29,2024-06-28 13:53:55,IP Address,209.20.211.10,100,565,True,2024-06-28 13:53:55,R_5spH4la0yxkFx4d,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,96,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,APFDTGWV8LKMT,,199986,1
2024-06-28 13:36:50,2024-06-28 13:53:56,IP Address,107.180.191.40,100,1025,True,2024-06-28 13:53:56,R_317PS569DFKfDJp,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,28.048,29.392,130.621,2,"I'm standing in the living room of the modern home, surrounded by sleek lines, minimalist decor, and plenty of natural light. The walls are painted a soothing shade of gray, and the furniture is a mix of low-slung sofas and chairs in neutral tones. ","I hear the soft hum of the coffee maker as it finishes brewing, followed by the gentle gurgle of the coffee pouring into the pot.","I'm greeted by the aroma of freshly brewed coffee wafting from the kitchen. The scent is rich and inviting, with notes of chocolate and caramel.","Single consciousness, simultaneous",83,Teletransportation,Female,,White or European,,54,College Graduate (4 year),,A22H66S3A40Q4Y,756612,756612,2
2024-06-28 13:51:52,2024-06-28 13:54:40,IP Address,139.171.196.160,100,168,True,2024-06-28 13:54:41,R_7zUCfeuM0RvGNIX,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,112.21,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen. ","Single consciousness, simultaneous",78,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A1GH6W7BT4RBNJ,438934,438934,2
2024-06-28 13:35:23,2024-06-28 13:54:58,IP Address,204.114.115.228,100,1174,True,2024-06-28 13:54:58,R_3LhPYRVNSQO2yel,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,0,0,290.681,0,"i could see  my relative and my friend at the same time at their house .
","i can see my friend cooking and my relative sweeping in their house.
","i could smell the smell of food in my friends house, and dust while my relative  sweeping ",Two consciousnesses,65,Plane travel,Male,,White or European,,34,Masters Degree (MS),,AKG2MLCCS48IA,151517,151517,2
2024-06-27 17:33:28,2024-06-28 13:55:10,IP Address,139.171.214.131,100,73301,True,2024-06-28 13:55:10,R_1gOEhK71EwwXcoo,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,63.259,0,i am watching too see two house,house  working sound in my ear,i will nothing too see,Two consciousnesses,76,Plane travel,Female,,White or European,,25,College Graduate (4 year),,A3BK244YFF1QME,32762,32762,2
2024-06-28 13:43:22,2024-06-28 13:55:36,IP Address,185.196.25.180,100,734,True,2024-06-28 13:55:37,R_5tAQAkMTrB0c1KF,,,,,39.1027,-94.5778,anonymous,EN,Yes,Paul,Purple,,0,0,241.385,0,"cozy living room with a crackling fireplace, casting warm light on comfortable, overstuffed armchairs","garden birds singing ","garden flowers ",Two consciousnesses,85,Teletransportation,Male,,White or European,,22,Masters Degree (MS),,A3NWS3V964RAYU,208478,208478,2
2024-06-28 13:41:33,2024-06-28 13:56:01,IP Address,209.114.27.245,100,868,True,2024-06-28 13:56:01,R_337dgTlicC0ijGA,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,209.407,0,"In the first house, I see a cozy living room with a large plush sofa, a rustic wooden coffee table, and a soft rug on the floor. The walls are painted a warm shade of tan, and there are framed photos of family members on the walls. The room is lit by a soft lamp in the corner, casting a warm glow over the space.

In the second house, I see a modern kitchen with sleek stainless steel appliances, a large island with bar stools, and white cabinets with granite countertops. The walls are a crisp white and there are large windows letting in plenty of natural light. I can see a family gathering around the island, chatting and laughing as they prepare a meal together.","In the first house, I hear the sound of the TV playing in the background, the hum of the refrigerator, and the occasional creaking of the floorboards as someone walks around. 

In the second house, I hear the faint sound of music playing from another room, the distant barking of a dog, and the sound of a kettle whistling on the stove. 

Both houses have a sense of warmth and comfort in the sounds that I hear, creating a cozy atmosphere in each.","In the first house, I smell the faint scent of lavender from the air freshener and the comforting aroma of freshly baked cookies from the kitchen.

In the second house, I smell the crisp and refreshing scent of eucalyptus from the diffuser in the living room and the savory aroma of garlic and herbs from the dinner being cooked in the kitchen.","Single consciousness, split screen",74,Plane travel,Male,,White or European,,1990,College Graduate (4 year),,A1OXT5WMR0YBHZ,361700,361700,2
2024-06-28 13:39:49,2024-06-28 13:56:01,IP Address,204.114.115.216,100,972,True,2024-06-28 13:56:02,R_1ugtcLbYvn1CAdr,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,0,0,81.589,0,I Could See My Relatives And My Friends At The Same At Their House,I Can See My Friend Cooking And My Relative Sweeping In their House,"I could Smell The Of Food In My Friends House, And Dust While My Relative Sweeping ","Single consciousness, split screen",50,Teletransportation,Male,,White or European,,36,College Graduate (4 year),,ASCUGJJIR7CI1,,618315,2
